740230,1,10,1,#D3D3D3,Lecture,STAT115,Introduction to Biostatistics,-45.8636426650169,170.513851671001,STDAV,St David Lecture Theatre,St David Complex,2018-07-16
603925,1,12,1,#D3D3D3,Lecture,HUNT222,Vitamins\, Diets and Health,-45.8647447389463,170.515310881497,QUAD2,Quad 2,Geology Building,2018-07-16
733696,1,13,1,#D3D3D3,Lecture,FOSC112,Introduction to Food Marketing,-45.8659830734156,170.513554965408,RMOOT,Richardson Moot Court,Richardson Building,2018-07-16
740312,2,10,1,#D3D3D3,Lecture,STAT115,Introduction to Biostatistics,-45.8636426650169,170.513851671001,STDAV,St David Lecture Theatre,St David Complex,2018-07-17
604007,2,12,1,#D3D3D3,Lecture,HUNT222,Vitamins\, Diets and Health,-45.8659219571696,170.514629454479,ARCH1,Archway 1,Archway Lecture Theatres,2018-07-17
740394,3,10,1,#D3D3D3,Lecture,STAT115,Introduction to Biostatistics,-45.8636426650169,170.513851671001,STDAV,St David Lecture Theatre,St David Complex,2018-07-18
737362,4,9,1,#FFD700,Tutorial,FOSC112,Introduction to Food Marketing,-45.8664204533545,170.515870883468,OBS230,Otago Business School Seminar Rm 2.30,Commerce Building,2018-07-19
740476,4,10,1,#D3D3D3,Lecture,STAT115,Introduction to Biostatistics,-45.8636426650169,170.513851671001,STDAV,St David Lecture Theatre,St David Complex,2018-07-19
845470,4,12,1,#D3D3D3,Lecture,HUNT223,Minerals\, Undernutrition and Health,-45.8647447389463,170.515310881497,QUAD2,Quad 2,Geology Building,2018-07-19
733969,4,16,1,#D3D3D3,Lecture,FOSC112,Introduction to Food Marketing,-45.8659830734156,170.513554965408,RMOOT,Richardson Moot Court,Richardson Building,2018-07-19
845543,5,12,1,#D3D3D3,Lecture,HUNT223,Minerals\, Undernutrition and Health,-45.8665841716334,170.513129341856,CAST1,Castle 1,Castle Lecture Theatres,2018-07-20
850724,5,14,3,#09BBF7,Practical,HUNT223,Minerals\, Undernutrition and Health,-45.8649357336599,170.512840422733,HN122A,Human Nutrition Lab 1.22a,Mellor Laboratories,2018-07-20
